"Codigo","Nombre","Categoria","Tecnologia","Estado","Departamento","Municipio","Ubicación","Altitud","LONGITUD","LATITUD","Fecha_instalacion","Fecha_suspension","Area Operativa","Corriente","Area Hidrografica","Zona Hidrografica","Subzona hidrografica","Entidad"
"26135120","MARSELLA-ITA [26135120]","Climática Ordinaria","Convencional","Suspendida","Risaralda","Marsella","(4.933333333, -75.75)","1,500","-75.75","4.933333333","15/04/1979","15/05/1985","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135140","LAGUNA LA [26135140]","Climática Ordinaria","Convencional","Activa","Risaralda","Pereira","(4.776416667, -75.4125)","3,950","-75.4125","4.776416667","15/06/1981",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135150","MIRANDA LA [26135150]","Meteorológica Especial","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.85, -75.55)","2,550","-75.55","4.85","15/07/1981","15/12/1986","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135160","SAN REMO [26135160]","Pluviométrica","Convencional","Activa","Risaralda","Santa Rosa De Cabal","(4.841666667, -75.57997222)","1,947","-75.57997222","4.841666667","15/07/1981",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135170","BOQUERON EL [26135170]","Meteorológica Especial","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.783333333, -75.38333333)","4,500","-75.38333333","4.783333333","15/07/1981","15/12/1986","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135180","HOTEL TERMALES [26135180]","Meteorológica Especial","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.833333333, -75.55)","2,250","-75.55","4.833333333","15/06/1981","15/09/1991","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135190","PANTANOS LOS [26135190]","Meteorológica Especial","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.783333333, -75.4)","4,250","-75.4","4.783333333","15/07/1981","15/12/1986","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135200","PARAMO SANTA ROSA [26135200]","Meteorológica Especial","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.783333333, -75.61666667)","4,500","-75.61666667","4.783333333","15/11/1981","15/12/1986","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135210","LADERA W SANTA ROSA [26135210]","Meteorológica Especial","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.8, -75.63333333)","4,250","-75.63333333","4.8","15/11/1981","15/12/1986","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135230","PICO PARAMO SANTA R [26135230]","Meteorológica Especial","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.783333333, -75.45)","4,500","-75.45","4.783333333","15/10/1981","15/12/1986","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135240","JARDIN EL [26135240]","Meteorológica Especial","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.85, -75.55)","2,800","-75.55","4.85","15/07/1981","15/12/1986","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135250","SIERRA LA [26135250]","Meteorológica Especial","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.8, -75.48333333)","3,750","-75.48333333","4.8","15/03/1983","15/12/1986","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135260","BERLIN [26135260]","Meteorológica Especial","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.816666667, -75.51666667)","3,250","-75.51666667","4.816666667","15/03/1983","15/12/1986","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135290","MARSELLA - AUT [26135290]","Agrometeorológica","Automática con Telemetría","Suspendida","Risaralda","Marsella","(4.929583333, -75.73838889)","1,659","-75.73838889","4.929583333","19/06/2005",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135300","PNN QUIMBAYA - AUT [26135300]","Agrometeorológica","Automática con Telemetría","En Mantenimiento","Risaralda","Pereira","(4.728583056, -75.578222222)","1,881","-75.578222222","4.728583056","14/07/2004",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135310","SANTA ROSA - AUT [26135310]","Climática Principal","Automática con Telemetría","Suspendida","Risaralda","Santa Rosa De Cabal","(4.846861111, -75.63563889)","1,898","-75.63563889","4.846861111","23/10/2005","06/01/2016","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135320","NEVADO SANTA ISABEL  - AUT [26135320]","Climática Principal","Automática con Telemetría","En Mantenimiento","Caldas","Villamaria","(4.802611111, -75.380472222)","4,757","-75.380472222","4.802611111","17/10/2005",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26135330","LA LAGUNA DEL OTUN  - AUT [26135330]","Climática Principal","Automática con Telemetría, Convencional","En Mantenimiento","Risaralda","Pereira","(4.776361111, -75.4125)","3,944","-75.4125","4.776361111","11/10/2005",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137110","BANANERA LA 6-909 [26137110]","Limnigráfica","Convencional","Activa","Risaralda","Pereira","(4.773388889, -75.63305556)","1,589","-75.63305556","4.773388889","15/11/1963",,"Area Operativa 09 - Cauca-Valle-Caldas","Otun","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137120","REINA LA [26137120]","Limnigráfica","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.866666667, -75.61666667)","1,630","-75.61666667","4.866666667","15/06/1971","15/03/1996","Area Operativa 09 - Cauca-Valle-Caldas","San Eugenio","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137140","FLORIDA LA [26137140]","Limnimétrica","Convencional","Suspendida","Risaralda","Pereira","(4.766666667, -75.61666667)","1,595","-75.61666667","4.766666667","15/04/1978","15/06/1982","Area Operativa 09 - Cauca-Valle-Caldas","Otun","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137170","CAMPESTRES [26137170]","Limnigráfica","Convencional","Suspendida","Risaralda","Dosquebradas","(4.85, -75.68333333)","1,400","-75.68333333","4.85","15/05/1993","15/08/2003","Area Operativa 09 - Cauca-Valle-Caldas","Dosquebradas","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137180","PLAYA RICA [26137180]","Limnimétrica","Convencional","Activa","Risaralda","Santa Rosa De Cabal","(4.756805556, -75.59741667)","1,726","-75.59741667","4.756805556","15/10/1993",,"Area Operativa 09 - Cauca-Valle-Caldas","San Juan","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137190","BUENOS AIRES [26137190]","Limnimétrica","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.733333333, -75.58333333)","1,920","-75.58333333","4.733333333","15/10/1993","15/02/2002","Area Operativa 09 - Cauca-Valle-Caldas","Barbo","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137200","BUENOS AIRES [26137200]","Limnimétrica","Convencional","Suspendida","Risaralda","Santa Rosa De Cabal","(4.733333333, -75.58333333)","1,920","-75.58333333","4.733333333","15/10/1993","15/04/2002","Area Operativa 09 - Cauca-Valle-Caldas","Barbo","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137210","PASTORA LA [26137210]","Limnimétrica","Convencional","Suspendida","Risaralda","Pereira","(4.716666667, -75.51666667)","2,450","-75.51666667","4.716666667","15/10/1993","15/12/2000","Area Operativa 09 - Cauca-Valle-Caldas","Otun","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137220","EL RETEN - AUT [26137220]","Limnigráfica","Automática con Telemetría, Convencional","En Mantenimiento","Risaralda","Pereira","(4.728194444, -75.603444444)","1,808","-75.603444444","4.728194444","15/11/1993",,"Area Operativa 09 - Cauca-Valle-Caldas","Otun","Magdalena Cauca","Cauca","Río La Vieja","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137230","PLANTA ELECTRICA [26137230]","Limnimétrica","Convencional","Activa","Risaralda","Santa Rosa De Cabal","(4.858861111, -75.60997222)","1,731","-75.60997222","4.858861111","15/03/1996",,"Area Operativa 09 - Cauca-Valle-Caldas","San Eugenio","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137240","LAGUNA DEL OTUN [26137240]","Limnimétrica","Convencional","Activa","Risaralda","Pereira","(4.776666667, -75.412222222)","3,957","-75.412222222","4.776666667","15/09/1996",,"Area Operativa 09 - Cauca-Valle-Caldas","Otun","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26137250","NUEVO LIBARE BOCAT [26137250]","Limnimétrica","Convencional","Suspendida","Risaralda","Pereira","(4.8, -75.61666667)","1,500","-75.61666667","4.8","15/02/1999","15/09/2005","Area Operativa 09 - Cauca-Valle-Caldas","Otun","Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26140080","TAIJARA ALEJANDRIA [26140080]","Pluviométrica","Convencional","Activa","Risaralda","Guática","(5.280805556, -75.82583333)","1,478","-75.82583333","5.280805556","15/06/1990",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26140090","TAPARCAL [26140090]","Pluviométrica","Convencional","Activa","Risaralda","Belén De Umbría","(5.167055556, -75.86277778)","1,609","-75.86277778","5.167055556","15/01/1969",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26140110","SAN CLEMENTE [26140110]","Pluviométrica","Convencional","Activa","Risaralda","Guática","(5.317861111, -75.78766667)","2,173","-75.78766667","5.317861111","15/08/1970",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26140120","MISTRATO [26140120]","Pluviométrica","Convencional","Activa","Risaralda","Mistrató","(5.29425, -75.87272222)","1,483","-75.87272222","5.29425","15/01/1964",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26140180","VIRGINIA LA-ALERTA [26140180]","Pluviométrica","Convencional","Activa","Risaralda","La Virginia","(4.8925, -75.882777778)","922","-75.882777778","4.8925","15/04/1979",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26140330","VIRGINIA LA [26140330]","Pluviométrica","Convencional","Suspendida","Risaralda","La Virginia","(4.9, -75.88333333)","950","-75.88333333","4.9","15/01/1952","15/10/1972","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26145010","CECILIA LA [26145010]","Climática Ordinaria","Convencional","Suspendida","Caldas","Viterbo","(5.066666667, -75.88333333)","128","-75.88333333","5.066666667","15/09/1963","15/01/1973","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26145020","BELLAVISTA [26145020]","Climática Ordinaria","Convencional","Activa","Caldas","Anserma","(5.275944444, -75.800138889)","1,984","-75.800138889","5.275944444","15/09/1963",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26145030","CAMELIA LA [26145030]","Pluviométrica","Convencional","Activa","Risaralda","Santuario","(5.08, -75.97)","1,763","-75.97","5.08","15/09/1963","20/10/2020","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26145050","SAMARIA LA [26145050]","Climática Ordinaria","Convencional","Suspendida","Caldas","Viterbo","(5.05, -75.88333333)","120","-75.88333333","5.05","15/08/1973","15/01/1997","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26145080","PARAMO TATAMA [26145080]","Climática Principal","Automática con Telemetría","Suspendida","Risaralda","Santuario","(5.123861111, -76.061)","3,814","-76.061","5.123861111","14/12/2005","29/09/2010","Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","San Juán","Río Tamaná y otros Directos San Juan","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26145090","SANTA EMILIA - AUT [26145090]","Climática Principal","Automática con Telemetría","En Mantenimiento","Risaralda","Belén De Umbría","(5.207472222, -75.90294444)","1,748","-75.90294444","5.207472222","21/10/2005",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26147010","BOCATOMA 6-930 [26147010]","Limnimétrica","Convencional","Suspendida","Risaralda","Guática","(5.266666667, -75.83333333)","1,413","-75.83333333","5.266666667","15/04/1967","15/08/1989","Area Operativa 09 - Cauca-Valle-Caldas","Guatica","Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26147040","BUENOS AIRES [26147040]","Limnigráfica","Convencional","Activa","Caldas","Anserma","(5.188388889, -75.81327778)","1,105","-75.81327778","5.188388889","15/03/1966",,"Area Operativa 09 - Cauca-Valle-Caldas","Risaralda","Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26147050","VIRGEN LA [26147050]","Limnigráfica","Convencional","Suspendida","Caldas","Anserma","(5.24, -75.81)","1,237","-75.81","5.24","15/07/1970","08/01/2021","Area Operativa 09 - Cauca-Valle-Caldas","Risaralda","Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26147080","GUARACAS [26147080]","Limnimétrica","Convencional","Activa","Risaralda","Guática","(5.278777778, -75.82786111)","1,445","-75.82786111","5.278777778","15/08/1989",,"Area Operativa 09 - Cauca-Valle-Caldas","Guatica","Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26147110","SUIZA LA [26147110]","Limnimétrica","Convencional","Suspendida","Risaralda","La Virginia","(4.916666667, -75.88333333)","900","-75.88333333","4.916666667","15/08/1971","15/04/1975","Area Operativa 09 - Cauca-Valle-Caldas","Risaralda","Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26147130","BRETANA LA [26147130]","Limnimétrica","Convencional","Activa","Risaralda","Apía","(5.052444444, -75.94741667)","1,115","-75.94741667","5.052444444","15/09/1974",,"Area Operativa 09 - Cauca-Valle-Caldas","Mapa","Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26147140","PUENTE NEGRO  - AUT [26147140]","Limnigráfica","Automática con Telemetría, Convencional","En Mantenimiento","Caldas","Belalcazar","(4.987944444, -75.85891667)","947","-75.85891667","4.987944444","15/05/1975",,"Area Operativa 09 - Cauca-Valle-Caldas","Risaralda","Magdalena Cauca","Cauca","Río Risaralda","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26150060","ARAUCA [26150060]","Pluviométrica","Convencional","Activa","Caldas","Palestina","(5.108527778, -75.701666667)","917","-75.701666667","5.108527778","15/02/1962",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26150150","PAPAYAL [26150150]","Pluviométrica","Convencional","Activa","Caldas","Villamaria","(4.951666667, -75.48972222)","2,304","-75.48972222","4.951666667","15/09/1970",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26150160","LA ESPERANZA [26150160]","Climática Principal","Convencional","Activa","Caldas","Manizales","(5.017833333, -75.356555556)","3,341","-75.356555556","5.017833333","15/10/1970",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155110","AEROPUERTO LA NUBIA AUT [26155110]","Climática Principal","Automática con Telemetría, Convencional","Activa","Caldas","Manizales","(5.029777778, -75.469916667)","2,104","-75.469916667","5.029777778","15/06/1968",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155120","AEROPUERTO SANTAGUEDA [26155120]","Climática Principal","Convencional","Suspendida","Caldas","Palestina","(5.083333333, -75.68333333)","933","-75.68333333","5.083333333","15/01/1949","15/01/1990","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155130","NEVADO DEL RUIZ [26155130]","Climática Ordinaria","Convencional","Suspendida","Caldas","Villamaria","(4.95, -75.35)","4,800","-75.35","4.95","15/10/1970","15/10/1971","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Medio Magdalena","Río Gualí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155150","LAS BRISAS - AUT [26155150]","Climática Principal","Automática con Telemetría, Convencional","En Mantenimiento","Caldas","Villamaria","(4.934527778, -75.35038889)","4,133","-75.35038889","4.934527778","15/10/1981",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Medio Magdalena","Río Gualí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155160","PALESTINA [26155160]","Meteorológica Especial","Convencional","Suspendida","Caldas","Chinchina","(5.016666667, -75.51666667)","1,500","-75.51666667","5.016666667","15/02/1989","15/11/1992","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155170","TESORITO FINCA  - AUT [26155170]","Climática Ordinaria","Automática con Telemetría, Convencional","Activa","Caldas","Manizales","(5.032222222, -75.43833333)","2,325","-75.43833333","5.032222222","15/10/1992",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155210","TORRE 4 - AUT [26155210]","Climática Principal","Automática con Telemetría","Suspendida","Caldas","Manizales","(5.060777778, -75.35611111)","3,787","-75.35611111","5.060777778","14/07/2004","29/09/2010","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Medio Magdalena","Río Guarinó","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155220","VILLAMARIA - AUT [26155220]","Climática Principal","Automática con Telemetría","Suspendida","Caldas","Villamaria","(5.048666667, -75.51388889)","1,906","-75.51388889","5.048666667","14/06/2004","05/03/2025","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155230","EMAS - AUT [26155230]","Climática Principal","Automática con Telemetría","Suspendida","Caldas","Manizales","(5.08525, -75.50713889)","2,211","-75.50713889","5.08525","10/06/2004",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155240","PNN NEVADOS - AUT [26155240]","Climática Principal","Automática con Telemetría","En Mantenimiento","Caldas","Villamaria","(4.859444444, -75.38241667)","3,641","-75.38241667","4.859444444","24/08/2007",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155250","PARAMO CONEJERAS  - AUT [26155250]","Climática Ordinaria","Automática con Telemetría","En Mantenimiento","Caldas","Villamaria","(4.829805556, -75.37583333)","4,413","-75.37583333","4.829805556","06/12/2007",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155260","SENDERO LAGUNA VERDE  - AUT [26155260]","Climática Ordinaria","Automática con Telemetría","En Mantenimiento","Caldas","Villamaria","(4.840666667, -75.36161111)","4,329","-75.36161111","4.840666667","06/12/2007",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155270","SAN ANTONIO CALDAS - AUT [26155270]","Climática Ordinaria","Automática con Telemetría","En Mantenimiento","Caldas","Villamaria","(4.886611111, -75.428972222)","3,048","-75.428972222","4.886611111","10/07/2008",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155280","NEV SANTA ISABEL [26155280]","Climática Principal","Automática con Telemetría","Activa","Caldas","Villamaria","(4.817583333, -75.374055556)","4,685","-75.374055556","4.817583333","23/04/2010",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26155501","EMMA GLACIAR CONEJERAS [26155501]","Meteorológica Especial","Automática sin Telemetría","Activa","Caldas","Villamaria","(4.812972222, -75.37077778)","4,780","-75.37077778","4.812972222","22/08/2010",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26157020","RETIRO EL [26157020]","Limnigráfica","Convencional","Suspendida","Caldas","Palestina","(5.126777778, -75.67119444)","848","-75.67119444","5.126777778","15/12/1961",,"Area Operativa 09 - Cauca-Valle-Caldas","Chinchina","Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"26157060","RIO CLARO [26157060]","Limnimétrica","Convencional","Suspendida","Caldas","Villamaria","(5.0, -75.55)","1,530","-75.55","5","15/08/1984","15/05/1995","Area Operativa 09 - Cauca-Valle-Caldas","Claro","Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
